Aluno,Praticas,Nota,Ano
9b54845f763277124fcef124e56b3274,"0,00","0,00",2020
5d1552e379848485b1f836410353cbb2,"0,00","0,00",2020
561eded7ffcd9e272c4dda6526201032,"5,00","85,50",2020
c5d8883b0a6378109d4e3bdd75f96c4e,"2,50","40,50",2020
567c77055b0c05d43b5bf7c461feca46,"0,00","0,00",2020
d7c5535e71f847ca412c937d696f4fba,"0,00","0,00",2020
79fe79d6d298663070204efbc49ca549,"4,50","63,08",2020
5a0107044bc0b46405018ebdd7e0ab8a,"1,00","1,00",2020
2fb524b8b61fa38a815b0061e86254ea,"4,50","70,00",2020
c12adae5894d9bb16d5569cbad402b7a,"0,00","0,00",2020
6408d34875e0b2c0acd863815b8adac4,"5,00","96,50",2020
7578b3115feb0d3c5fffb9e5db5b65e6,"4,50","65,89",2020
b80a4f88752852d73080157f5cf5e36a,"0,00","0,00",2020
80961c25d2de036bc5ca8b129faf82ed,"2,50","11,50",2020
bb1da29712304e31b85faac0a3788baf,"1,00","1,00",2020
83eaaa84b6dc37b81159fe951937b889,"2,00","2,00",2020
23bda6d60e9e93a8a2689f3ead5296fb,"5,00","12,92",2020
2affe221d8b42c9aec7034f190868547,"5,00","91,50",2020
12c1510dc476d39e1e25a8aa73978710,"0,00","0,00",2020
6a1af6e1cf9bc8c505796468ad9bac7d,"0,00","0,00",2020
97a79492a54c10b45f4b0ce5745fd18a,"5,00","86,50",2020
b092781a36b04b82b98dab14263cc451,"5,00","100,89",2020
66a4136498541188ac2987f11f5663b8,"5,00","86,50",2020
ce207bbe63c151af55c9675178b531e7,"5,00","93,58",2020
4211b9128e982f57f4de2e2e0b8702ae,"5,00","64,50",2020
20002c0704922a5ecb22ab06f48b15f4,"0,00","0,00",2020
a9dd7df65122f1e5575af44a7a2dff7b,"0,00","0,00",2020
b4efb2734b0bcc0ea67be1fbd68161cd,"1,50","1,50",2020
3232f0653589575b1ef0cb323bfd25b6,"1,50","9,00",2020
4dfce4fa579b3f8edd68f7a8d441b481,"5,00","95,00",2020
6ac8d37c30038da756236ed23e687d61,"0,00","0,00",2020
75e3eafda47dc7d6cc0ea3488abf9186,"5,00","82,30",2020
695413b3f67c09889ddd2b9dce7baa40,"5,00","84,40",2020
ecdd1bf6776dd9f5d7045564b156f44a,"5,00","49,89",2020
6cff6e5ca27e5169bcb743959e1bff3a,"2,50","8,00",2020
8b761ad1bcbf03c5ecc50a5b9bc9921d,"0,00","0,00",2020
2baeefaae14063de862646d2af829090,"5,00","101,50",2020
2bb4486bfe221e082779f8d83bf1be45,"0,00","0,00",2020
905c58259aec940b5b11f3ffb3191113,"3,50","96,00",2020
3d86fed46d4adad261d78fac6cc54554,"1,00","1,00",2020
b19d8b8ef5c40069761ecbf5f10f58fb,"0,00","0,00",2020
6890abf1ec86b0bf59e94293b57183be,"5,00","100,00",2020
3098a949ff53aae458a2ae435c68ab2a,"5,00","100,00",2020
cb193eca6d8318add61771263fd9ea97,"0,00","0,00",2020
2e3abf5d3cb7ca00265836d8efebb67a,"1,50","25,5",2020
78848a14864e285ee4433459d338d35d,"0,00",0,2020
92d8af4860379dc928b13da6324df33f,"2,00",9,2020
581f8e3b96b8d919b8bc80da21e2cb2a,"5,00","94,43",2020
b5ed61cef110f2a45162e498455f13cb,"0,00",0,2020
6bc214199a42413817d7109b1caf5110,"3,00","21,53",2020
401e008dfbc538cb626e152444288810,"0,50","0,5",2020
f1bea83ca38b6925b3e9261a1fd5dc61,"5,00","60,47",2020
668a1e29b596d740c4ae6c638928107c,"3,50","3,5",2020
8a913888fba5dec0f2e5a520ea943cb5,"0,00",0,2020
c78da15cddf8b89a4637e5d11ac7c33e,"5,00","89,5",2020
d2c463b26c8b6a975b44b2175dcedceb,"4,00",4,2020
3921c2095d15b15f6ec20b889b9649fe,"0,00",0,2020
8e985b85113213f3ab32008bba2dd482,"5,00",97,2020
785ab34635707dd2f3c0a24fa203845b,"0,00",0,2020
1d116b97bef0a5fd4a80d281e4e783b9,"0,00",0,2020
44654f2029377608b314b2206ed6c664,"5,00","95,00",2020
6626a799a848c51cc5c6cbf806070ded,"3,00","102,50",2020
327495d5edbbc2bf9dc7d059bd78c5b2,"5,00","87,84",2020
c4589d63aa2d5f55d5b46a9d68555798,"0,00","0,00",2020
dd563ec94cf606dafedaef60193bd20f,"0,00","0,00",2020
1369cda0d51fe038564a195e45585995,"5,00","101,50",2020
460700a9b2fe3d18073fb17f318651ca,"5,00","19,50",2020
db9fe8c5bf681070dd75ae7776b74dd9,"5,00","19,00",2020
8d1200cf483644019d59d5dc0511e54f,"5,00","89,50",2020
7e9fdc444a7ad7fb9aeaaefb7262a89f,"0,00","0,00",2020
5ebf1b0a5cad4c76c9388f6b6414f557,"0,00","0,00",2020
9a0873d640dd4397a6669960b09b60eb,"4,00","69,04",2020
c47e6aa99fa8693e86f4ae439c889b61,"5,00","100,50",2020
e3893829238103330ee3ffaa24e1f734,"0,00","0,00",2020
e9f2bae4dd5e182a9f24b49a48bf683a,"0,00","0,00",2020
1bfdf9f14231b456ba264c2053ff51af,"5,00","101,70",2020
44a7c5f89220fca7527518fab34773e1,"5,00","68,95",2020
3a5dae1ec98182857eb49cd4f02a4a9e,"5,00","101,50",2020
9cefb2e30960f40036e6175169161f2d,"5,00","77,53",2020
48cd9fa129ba1ed4b6f299b46133e761,"5,00","94,00",2020
54ff708d60ad9d768621d113dbeca7e5,"5,00","62,54",2020
16e5207e1f36456e7a594d056628d9ab,"5,00","99,00",2020
f0917c049cc185013613610259c88cae,"0,00","0,00",2020
0c6688f2da2c57ad7f15b6a1e8198471,"5,00","94,50",2020
e303b273c8d669c4e52471ed965595eb,"0,50","0,50",2020
83c7d7f4a16aea9b0e39b1c72f54fabd,"5,00","77,20",2020
ab07326b63045f48cb63338f349820c4,"0,00","0,00",2020
679445005a72804ddcac34e1f6b34589,"5,00","84,06",2020
b42eddd0e72fb68e8639de9ed4ba19ff,"5,00","77,50",2020
9df7e8f7f24d5f0d77282312518cf0f9,"5,00","73,00",2020
17033dd5674b7462e866a024571cf150,"0,00","0,00",2020
7136e0724f0d3118c741a98a3037160d,"2,00","18,97",2020
0ba635f6529fc9a60c3e213a15f24657,"5,00","64,56",2020
5395e6d4e43fa4d3482a43d745c26c20,"5,00","101,50",2020
1b2a2bea57b85d01e7f6feb72a14c161,"5,00","88,00",2020
ad92800573a5e7bc9a816f23d062860c,"5,00","81,00",2020
dd08c32afeb24b22672fdd5b4fd8267a,"5,00","97,94",2020
