Aluno,Praticas,Nota,Ano
6ba576d20c1e9039cd5a46da3e95bd37,"2,50","2,50",2020
72efcadd850a32447dceaac109f90b46,"0,50","0,50",2020
9d880330f5d84b70c23647f07b73312d,"0,00","0,00",2020
2da0db5f3370984e273cc1ecb5131a34,"0,00","0,00",2020
29a6b4c92d83b46a2db5782a0843d5ed,"4,50","77,50",2020
fa193d6ce859f7039c0be54d7e5a1720,"5,00","35,43",2020
e4a1b1f9964050a97ae5afa4a2a4d577,"5,00","82,50",2020
a636d09c072d63887313e7df3a1634e7,"0,00","0,00",2020
ef907a14142b46d4f1012b0ee4810ca7,"5,00","60,16",2020
319bce4f98ca5f0d730a6352503112ad,"5,00","103,50",2020
e737972db17dbc988fc0576e7820bce8,"5,00","27,81",2020
980192db7325d07f9c7148b94482113a,"2,50","73,50",2020
9de595141d988d87451f95708a4a58fa,"5,00","89,16",2020
52d1bc67a25704b1f44cb39ca8bd8191,"5,00","61,35",2020
52f6bd0fa6c6b1e331deac843700e27c,"1,50","92,50",2020
b6e25e0626ab4348ca0d799a9f3c211d,"5,00","96,39",2020
2e52d3c4bc2e9743f45b226c7ac1df58,"5,00","103,50",2020
bdc76a70563c06802f211767630c2074,"0,00","0,00",2020
f22506678a014d00534e5c5d3866e11c,"5,00","86,04",2020
9a78d8023c31018e15102b3e77696c1d,"0,00","0,00",2020
1beae1a464c75cd33493de1095243d1b,"0,00","0,00",2020
12850c67fde88c189dbaa82f0fa70bb0,"4,5","94,69",2020
e842c6fa6079ed2d25aaedbc0db3467a,5,"94,89",2020
883a280484ad1945d70df988634a933d,"3,5","89,3",2020
d3c7567d3fb537d684c7e8942eb97069,5,"102,04",2020
b47d630eecbe08cfd9d3a2678fd3c775,5,5,2020
e8c5a6a2d2cb2af51391bd3bcbf16451,0,"1,5",2020
678413b9770933085e15156b451b0c3f,0,0,2020
afa179866e66ec3052eea62bde3ff6dd,5,"90,52",2020
a954117ce215cbeeb41346f7dacb26a1,5,"84,57",2020
8e55656f6232e7b0a9e5a3c090337f0b,0,"5,29",2020
723f5536bf489a9acb7031f234911b29,5,"29,52",2020
fbf1146e394f465aae0a137a97e71fd2,0,"9,71",2020
54fc5948880a4d1cbf4f48b203d840fe,4,"19,2",2020
a670d20bef973f2527110987da0e417f,5,"89,65",2020
c2da1d41493028d6d6fb4aac67ce929b,5,102,2020
59880f41bd88f134142ecbba505c60e0,3,"72,46",2020
80e8abc11b182d799c500f0e81aa687d,0,0,2020
a63592b5bceb8e8c2cf5150e2daf328c,5,"83,73",2020
b0ec1035767644e63789ca599f141f31,5,"55,22",2020
47fd3d43a80bf37d9475b584c999cce2,5,"80,89",2020
2999cb64d98deec3c301b7f1d6e0488e,5,"86,31",2020
47041c2a70eedd4278d4cf8a95c253c5,0,"71,46",2020
d47be44cd5f1d512bd40884536d9a5c8,4,"12,56",2020
a352b189c2c9fa1e9d8b7b18ae71efe0,5,"58,79",2020
7b4f2124530fea781f0d5c71785d4633,5,"87,48",2020
9158ee551fb02d2578234b13600691b8,5,"101,27",2020
f26a17d69763262a7c1308f5bb8f60a0,5,"91,97",2020
fdb4fd4df2807e375b6fc3da29655e4a,5,"93,55",2020
74b67532b2377810923263e3bba4dfd0,4,4,2020
473d61a710544164c47fd2d96f559c68,3,"11,56",2020
9cde560f21ae6625ab802ed0fe9a3214,5,"90,9",2020
18977d256cc42419910b9c4d766bf681,5,"84,4",2020
8a4d787e9ebddb43fa99b5d2cdebef49,5,"99,31",2020
8576e64a767b620c05475db4aa25264c,4,"75,76",2020
ffab0c81f36f25f5fd8b932953e11b3c,2,"76,88",2020
8a1b9b2e002f58fcc4579d9f12954342,3,"27,82",2020
dfbdd734d675c94f1e530ed73c070eef,5,"101,92",2020
37c4377fa58940ecfdf7be5ab888695e,5,"86,11",2020
ce1ae8242b2bf03594a875c725cd20f2,5,"88,85",2020
dd7ffeb3cdb30ad9da2a63d6d8498ff2,5,"90,13",2020
7ac8b3a48753453eaaa4c16602bb1f94,0,0,2020
d3aefc0b291720a613659402157281f7,"1,5","26,1",2020
674a8ae7f3ef1eeff47cfed4e47fab9a,5,"101,39",2020
a1a0822a642d4b0a1da8624a974005b8,5,"73,17",2020
b63836e2ac67f8a3014736581ff18301,1,1,2020
3154d903d6a9691ea69a03f3927c0e2b,0,"9,71",2020
4042a8e61d50b8544f5ca1ef287d2d70,5,"81,555",2020
bf56a7a18447c3e7d3a07e564df7b4a0,5,"100,16",2020
5326595a1f752cd8e70e8f90d66554b9,5,"49,23",2020
3e89a92df4013d491d3999d0655c783a,5,"74,5",2020
50030185f3e01f17d7d497f2cb29cef1,5,"90,7",2020
3ea0277b564552c661cdd26ab160d043,0,0,2020
1df4d70ea342777c4eb33c255255e7c3,5,"87,72",2020
1423979b30ff7717b36c744643e2ac24,5,"98,39",2020
58b211fd4b15080bca0cbb8fbdf5c815,5,"76,66",2020
284e9a2f62e86b0259e5aec1478a2a7c,0,0,2020
936ca141b37270738761994d7a543ffb,5,"77,58",2020
41bf74c0bc4abe08e41b062299fc463d,"3,5",5,2020
3fa06898c8ff9b39a57a2a365459ff79,4,"13,44",2020
484d100b9b6a74984939696c0c332f66,0,0,2020
014f4625f97ca4fcdf2f8ee6a40ac0e9,4,"9,67",2020
f1fb7947f9da339eff53773e27e24877,0,0,2020
c5dfb8b94372c5492bcd027f792bdb5c,5,"42,5",2020
537164743208fc0d4cb230d55215bc19,0,0,2020
882b33311a6b2550345c8410555998e8,0,"5,29",2020
1a323dc8c25f1a87ff01c98c3050fcf7,5,"19,7",2020
bb66f1f513a494e44b45371fe7c0a4ea,0,0,2020
911a0bf7bb2f3e9560a5d3e2bcecfe1c,"4,5","87,61",2020
324c10e42ae82a995ad240a4ac9bed11,5,"97,43",2020
696cf7bb0e2fb61883ceeaa597df205d,0,0,2020
ce92d8c64aebc41957f7983b2beb1e81,"1,5","30,29",2020
72c056ad877ac40203a59a85bb1165a3,0,"7,94",2020
c06e04231e1c42cddd451f50c4592a54,0,"6,18",2020
3738d9e8d85ce4907ae0df8e2babf30a,5,"58,25",2020
